Profile Name,Sent Utc Ts,Message Name,Channel,Country Iso Code,Account Locale,Email Locale,Title Name,Email Domain Name,Link Url,Click Utc Ts,Device Model,Click Cnt
Marcus,2023-04-14 15:12:35,New Device Login,EMAIL,GB,en-GB,en-GB,,GMAIL.COM,,,--,0
Marcus,2023-04-10 12:28:06,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,BEEF,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-04-10 00:54:22,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,BEEF,GMAIL.COM,,,--,0
Marcus,2023-04-07 11:34:08,Terms Of Use Interstitial,ALERTS,GB,,,,GMAIL.COM,,2023-04-07 21:35:01,Amazon_AFTM,1
Marcus,2023-04-04 13:50:06,Confirmation Of Add And Change Mop,EMAIL,GB,en-GB,en-GB,,GMAIL.COM,,,--,0
Marcus,2023-04-04 13:46:16,New Device Login,EMAIL,GB,en-GB,en-GB,,GMAIL.COM,,,--,0
Marcus,2023-04-04 11:08:18,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,The Whole Truth,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-04-04 01:51:09,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,The Whole Truth,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-04-02 14:13:12,Multichannel Prepromote,PUSH,GB,en-GB,en-GB,My Name Is Mo’Nique,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-04-02 14:13:06,Multichannel Prepromote,NOTIFICATIONS,GB,,,,GMAIL.COM,,,--,0
Marcus,2023-04-02 12:46:44,Multichannel Continue Watching,NOTIFICATIONS,GB,,,Deadline,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-04-02 12:46:44,Multichannel Continue Watching,PUSH,GB,en-GB,en-GB,Deadline,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-04-01 11:01:22,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,Unseen,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-04-01 00:38:56,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,Unseen,GMAIL.COM,,,--,0
Marcus,2023-03-25 13:45:06,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,Close to Home: Murder in the Coalfield,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-03-25 01:26:28,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,Close to Home: Murder in the Coalfield,GMAIL.COM,,,--,0
Marcus,2023-03-23 14:36:57,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,The Night Agent,GMAIL.COM,,,--,0
Marcus,2023-03-23 14:36:57,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,The Night Agent,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-03-20 15:30:38,PUSH_UNBRANDED_PREPROMOTE,PUSH,GB,en-GB,en-GB,Close to Home: Murder in the Coalfield,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-03-19 13:05:05,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,Noise,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-03-19 01:57:26,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,Noise,GMAIL.COM,,,--,0
Marcus,2023-03-16 16:17:26,Multichannel Continue Watching,PUSH,GB,en-GB,en-GB,The Teacher,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-03-16 16:17:25,Multichannel Continue Watching,NOTIFICATIONS,GB,,,The Teacher,GMAIL.COM,,,--,0
Marcus,2023-03-14 14:24:24,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,Luther: The Fallen Sun,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-03-14 14:24:24,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,Luther: The Fallen Sun,GMAIL.COM,,,--,0
Marcus,2023-03-12 13:49:20,Multichannel Thumbs,NOTIFICATIONS,GB,,,Chris Rock: Selective Outrage,GMAIL.COM,,,--,0
Marcus,2023-03-12 13:49:10,Multichannel Thumbs,PUSH,GB,en-GB,en-GB,Chris Rock: Selective Outrage,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-03-10 02:02:30,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,MH370: The Plane That Disappeared,GMAIL.COM,,,--,0
Marcus,2023-03-09 12:24:25,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,The Clovehitch Killer,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-03-09 02:08:21,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,The Clovehitch Killer,GMAIL.COM,,,--,0
Marcus,2023-03-08 12:11:08,Multichannel Watch It Again,NOTIFICATIONS,GB,,,Silent Hours,GMAIL.COM,,,--,0
Marcus,2023-03-08 12:10:12,Multichannel Watch It Again,PUSH,GB,en-GB,en-GB,Silent Hours,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-03-05 12:00:40,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,Fall,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-03-05 02:07:14,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,Fall,GMAIL.COM,,,--,0
Marcus,2023-02-26 12:45:29,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,Nocebo,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-02-26 01:32:21,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,Nocebo,GMAIL.COM,,,--,0
Marcus,2023-02-24 12:23:28,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,Murdaugh Murders: A Southern Scandal,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-02-24 01:06:33,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,Murdaugh Murders: A Southern Scandal,GMAIL.COM,,,--,0
Marcus,2023-02-22 12:35:27,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,The Strays,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-02-22 12:31:38,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,The Strays,GMAIL.COM,,,--,0
Marcus,2023-02-21 13:13:07,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,Full Swing,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-02-21 00:30:02,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,Full Swing,GMAIL.COM,,,--,0
Marcus,2023-02-17 16:57:28,Multichannel What To Watch,NOTIFICATIONS,GB,,,Widows,GMAIL.COM,,,--,0
Marcus,2023-02-17 16:57:23,Multichannel What To Watch,PUSH,GB,en-GB,en-GB,Widows,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-02-13 16:33:18,New Device Login,EMAIL,GB,en-GB,en-GB,,GMAIL.COM,,,--,0
Marcus,2023-02-13 12:08:25,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,Your Place or Mine,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-02-13 02:38:45,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,Your Place or Mine,GMAIL.COM,,,--,0
Marcus,2023-02-12 18:51:57,PUSH_CONTENT_LEAVING_THE_SERVICE,PUSH,GB,en-GB,en-GB,Clear and Present Danger,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-02-12 18:51:55,Inapp Content Leaving The Service,NOTIFICATIONS,GB,en-GB,,Clear and Present Danger,GMAIL.COM,,,--,0
Marcus,2023-02-11 12:59:22,PUSH_NEW_SEASON_ALERT,PUSH,GB,en-GB,en-GB,You,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-02-10 20:46:33,Inapp New Season Alert,NOTIFICATIONS,GB,en-GB,,You,GMAIL.COM,,,--,0
Marcus,2023-02-07 12:23:05,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,Four Good Days,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-02-07 01:14:30,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,Four Good Days,GMAIL.COM,,,--,0
Marcus,2023-02-06 13:11:10,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,Infiesto,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-02-06 01:39:26,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,Infiesto,GMAIL.COM,,,--,0
Marcus,2023-02-04 12:53:26,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,Deadline,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-02-04 01:33:52,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,Deadline,GMAIL.COM,,,--,0
Marcus,2023-02-03 13:54:11,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,"Pamela, a love story",GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-02-03 01:29:06,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,"Pamela, a love story",GMAIL.COM,,,--,0
Marcus,2023-01-28 12:35:14,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,The Snow Girl,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-01-28 02:38:20,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,The Snow Girl,GMAIL.COM,,,--,0
Marcus,2023-01-27 12:39:21,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,You People,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-01-27 12:39:21,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,You People,GMAIL.COM,,,--,0
Marcus,2023-01-26 12:09:46,Multichannel Continue Watching,NOTIFICATIONS,GB,,,Seinfeld,GMAIL.COM,,,--,0
Marcus,2023-01-21 14:27:53,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,Bank Of Dave,GMAIL.COM,,,--,0
Marcus,2023-01-21 14:27:53,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,Bank Of Dave,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-01-17 16:44:37,Multichannel Continue Watching,NOTIFICATIONS,GB,,,Seinfeld,GMAIL.COM,,,--,0
Marcus,2023-01-17 16:44:12,Multichannel Continue Watching,PUSH,GB,en-GB,en-GB,Seinfeld,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-01-10 13:59:45,PUSH_UNBRANDED_PREPROMOTE,PUSH,GB,en-GB,en-GB,Too Close for Christmas,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-01-04 14:17:22,Multichannel Thumbs,NOTIFICATIONS,GB,,,The Girl on the Train,GMAIL.COM,,,--,0
Marcus,2023-01-04 14:17:09,Multichannel Thumbs,PUSH,GB,en-GB,en-GB,The Girl on the Train,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-01-01 14:58:33,Multichannel Coming Soon,NOTIFICATIONS,GB,,,Kaleidoscope,GMAIL.COM,,,--,0
Marcus,2023-01-01 14:58:10,Multichannel Coming Soon,PUSH,GB,en-GB,en-GB,Kaleidoscope,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2022-12-28 14:36:44,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,Glass Onion: A Knives Out Mystery,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2022-12-26 13:38:01,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,Treason,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2022-12-26 13:16:04,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,Treason,GMAIL.COM,,,--,0
Marcus,2022-12-19 12:39:17,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,The Teacher,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2022-12-19 01:40:13,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,The Teacher,GMAIL.COM,,,--,0
Marcus,2022-12-18 14:18:51,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,The Recruit,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2022-12-18 14:18:51,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,The Recruit,GMAIL.COM,,,--,0
Marcus,2022-12-11 13:28:04,PUSH_ORIGINALS_PREPROMOTE,PUSH,GB,en-GB,en-GB,Gudetama: An Eggcellent Adventure,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2022-12-11 10:53:58,Inapp Originals Prepromote,NOTIFICATIONS,GB,en-GB,,Gudetama: An Eggcellent Adventure,GMAIL.COM,,,--,0
Marcus,2022-12-08 15:25:56,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,Harry & Meghan,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2022-12-08 15:25:56,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,Harry & Meghan,GMAIL.COM,,,--,0
Marcus,2022-12-06 13:23:12,PUSH_NEW_SEASON_ALERT,PUSH,GB,en-GB,en-GB,Firefly Lane,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2022-12-06 12:55:32,Inapp New Season Alert,NOTIFICATIONS,GB,en-GB,,Firefly Lane,GMAIL.COM,,,--,0
Marcus,2022-12-05 12:22:09,PUSH_CONTENT_LEAVING_THE_SERVICE,PUSH,GB,en-GB,en-GB,The Hunger Games: Mockingjay - Part 1,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2022-12-05 12:17:45,Inapp Content Leaving The Service,NOTIFICATIONS,GB,en-GB,,The Hunger Games: Mockingjay - Part 1,GMAIL.COM,,,--,0
Marcus,2022-12-04 13:19:18,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,Troll,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2022-12-04 09:34:33,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,Troll,GMAIL.COM,,,--,0
Marcus,2022-12-02 12:16:26,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,Lady Chatterley's Lover,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2022-12-02 10:36:47,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,Lady Chatterley's Lover,GMAIL.COM,,,--,0
Marcus,2022-12-01 13:04:10,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,Let Him Go,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2022-12-01 02:14:32,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,Let Him Go,GMAIL.COM,,,--,0
Marcus,2022-11-27 13:16:14,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,The Lost Patient,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2022-11-27 11:10:21,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,The Lost Patient,GMAIL.COM,,,--,0
Marcus,2022-11-25 15:26:24,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,Wednesday,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2022-11-25 15:26:22,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,Wednesday,GMAIL.COM,,,--,0
Marcus,2022-11-17 14:39:33,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,1899,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2022-11-17 14:39:33,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,1899,GMAIL.COM,,,--,0
Marcus,2022-11-09 12:39:31,PUSH_NEW_SEASON_ALERT,PUSH,GB,en-GB,en-GB,The Crown,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2022-11-09 11:13:29,Inapp New Season Alert,NOTIFICATIONS,GB,en-GB,,The Crown,GMAIL.COM,,,--,0
Marcus,2022-11-08 11:00:08,Inapp Thumbs Short Play,NOTIFICATIONS,GB,en-GB,,The Takeover,GMAIL.COM,,,--,0
Marcus,2022-11-01 12:07:18,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,The Takeover,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2022-11-01 11:32:11,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,The Takeover,GMAIL.COM,,,--,0
Marcus,2022-10-30 07:16:47,Profile Transfer Fully Enabled Confirmation,EMAIL,GB,en-GB,en-GB,,GMAIL.COM,,,--,0
Marcus,2022-10-28 12:53:13,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,All Quiet on the Western Front,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2022-10-28 12:53:13,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,All Quiet on the Western Front,GMAIL.COM,,,--,0
Marcus,2022-10-27 13:00:13,Multichannel What To Watch,NOTIFICATIONS,GB,,,Mr. Harrigan's Phone,GMAIL.COM,,,--,0
Marcus,2022-10-26 12:59:25,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,The Good Nurse,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2022-10-26 12:59:25,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,The Good Nurse,GMAIL.COM,,,--,0
Marcus,2022-10-20 07:59:47,Profile Transfer Implicit Approval Pending Email,EMAIL,GB,en-GB,en-GB,,GMAIL.COM,,,--,0
Marcus,2022-10-16 14:03:10,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,The Watcher,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2022-10-16 14:02:57,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,The Watcher,GMAIL.COM,,,--,0
Marcus,2022-10-09 14:49:52,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,Luckiest Girl Alive,GMAIL.COM,,,--,0
Marcus,2022-10-09 14:49:52,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,Luckiest Girl Alive,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2022-10-06 18:22:53,Edr Request Verification,EMAIL,GB,en-GB,en-GB,,GMAIL.COM,,,--,0
Marcus,2022-10-05 14:05:28,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,Mr. Harrigan's Phone,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2022-10-05 14:05:28,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,Mr. Harrigan's Phone,GMAIL.COM,,,--,0
Marcus,2022-09-28 14:23:01,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,Blonde,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2022-09-28 14:23:00,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,Blonde,GMAIL.COM,,,--,0
Marcus,2022-09-23 11:49:14,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,Lou,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2022-09-23 10:44:11,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,Lou,GMAIL.COM,,,--,0
Marcus,2022-09-21 16:53:59,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,DAHMER,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2022-09-21 16:53:59,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,DAHMER,GMAIL.COM,,,--,0
Marcus,2022-09-16 12:36:11,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,Santo,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2022-09-16 11:11:58,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,Santo,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2022-09-15 12:25:08,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,Killer Elite,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2022-09-15 00:56:22,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,Killer Elite,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2022-09-10 14:35:13,PUSH_NEW_SEASON_ALERT,PUSH,GB,en-GB,en-GB,Cobra Kai,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2022-09-10 14:35:13,Inapp New Season Alert,NOTIFICATIONS,GB,en-GB,,Cobra Kai,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2022-09-09 12:45:24,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,End of the Road,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2022-09-09 11:39:00,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,End of the Road,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2022-09-08 11:40:46,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,Entrapped,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2022-09-08 11:40:46,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,Entrapped,GMAIL.COM,,,--,0
Marcus,2022-09-03 11:12:33,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,Under Her Control,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2022-09-03 09:29:36,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,Under Her Control,GMAIL.COM,,,--,0
Marcus,2022-08-31 12:58:36,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,I Came By,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2022-08-31 12:50:09,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,I Came By,GMAIL.COM,,,--,0
Marcus,2022-08-27 14:34:02,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,Me Time,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2022-08-27 14:34:02,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,Me Time,GMAIL.COM,,,--,0
Marcus,2022-08-24 11:34:21,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,Echoes,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2022-08-24 09:33:28,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,Echoes,GMAIL.COM,,,--,0
Marcus,2022-07-27 20:02:28,Tv Hd Upsell Interstitial,ALERTS,GB,,,,GMAIL.COM,,,--,0
Marcus,2022-07-27 20:02:27,NEW_DEVICE_LOGIN,EMAIL,GB,en-GB,en-GB,,GMAIL.COM,,,--,0
Marcus,2022-07-23 12:48:05,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,The Gray Man,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2022-07-22 19:14:40,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,The Gray Man,GMAIL.COM,,,--,0
Marcus,2022-07-15 11:54:24,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,Resident Evil,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2022-07-07 12:32:27,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,The Holiday,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2022-07-07 01:13:14,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,The Holiday,GMAIL.COM,,,--,0
Marcus,2022-07-06 12:28:49,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,Girl in the Picture,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2022-07-06 09:13:27,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,Girl in the Picture,GMAIL.COM,,,--,0
Marcus,2022-07-05 11:58:04,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,Widows,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2022-07-05 00:36:07,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,Widows,GMAIL.COM,,,--,0
Marcus,2022-07-03 11:30:36,PUSH_CONTINUE_WATCHING,PUSH,GB,en-GB,en-GB,The Man from Toronto,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2022-07-03 11:30:25,Inapp Continue Watching,NOTIFICATIONS,GB,en-GB,,The Man from Toronto,GMAIL.COM,,,--,0
Marcus,2022-07-02 12:49:37,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,London Boulevard,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2022-07-02 00:37:38,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,London Boulevard,GMAIL.COM,,,--,0
Marcus,2022-06-30 11:06:32,PUSH_UNBRANDED_PREPROMOTE,PUSH,GB,en-GB,en-GB,London Boulevard,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2022-06-28 11:42:16,PUSH_UNBRANDED_PREPROMOTE,PUSH,GB,en-GB,en-GB,Widows,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2022-06-26 11:27:34,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,The Man from Toronto,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2022-06-26 11:27:34,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,The Man from Toronto,GMAIL.COM,,,,0
Marcus,2022-06-25 04:22:15,Inapp Coming Soon,NOTIFICATIONS,GB,en-GB,,,GMAIL.COM,,,,0
Marcus,2022-06-24 12:36:31,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,Man Vs Bee,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2022-06-24 12:36:29,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,Man Vs Bee,GMAIL.COM,,,,0
Marcus,2022-06-17 11:57:13,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,Spiderhead,GMAIL.COM,,2022-06-17 11:57:18,APPLE_iPhone9-1,1
Marcus,2022-06-17 09:58:01,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,Spiderhead,GMAIL.COM,,,,0
Marcus,2022-06-13 11:54:28,PUSH_WATCH_IT_AGAIN,PUSH,GB,en-GB,en-GB,Better Call Saul,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2022-06-13 09:15:10,Inapp Watch It Again,NOTIFICATIONS,GB,en-GB,,Better Call Saul,GMAIL.COM,,,,0
Marcus,2022-06-12 03:42:14,Inapp Coming Soon,NOTIFICATIONS,GB,en-GB,,,GMAIL.COM,,,,0
Marcus,2022-06-09 12:39:07,PUSH_CONTINUE_WATCHING,PUSH,GB,en-GB,en-GB,Man of Tai Chi,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2022-06-09 09:47:17,Inapp Continue Watching,NOTIFICATIONS,GB,en-GB,,Man of Tai Chi,GMAIL.COM,,,,0
Marcus,2022-06-07 11:26:42,PUSH_TOP_10_TV,PUSH,GB,en-GB,en-GB,Stranger Things,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2022-06-05 01:57:12,Inapp Coming Soon,NOTIFICATIONS,GB,en-GB,,,GMAIL.COM,,,,0
Marcus,2022-06-04 11:34:36,PUSH_WATCH_IT_AGAIN,PUSH,GB,en-GB,en-GB,Stranger Things,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2022-06-04 09:07:12,Inapp Watch It Again,NOTIFICATIONS,GB,en-GB,,Stranger Things,GMAIL.COM,,,,0
